"","prov_id","kode_rs","nama_unit","alamat","nama_prov","jenis_faskes","lat","lng"
"496",32,"3209036","RS Paru Provinsi Jawa Barat","  Jl. Pangeran Kejaksan PO.BOX 4 Desa Sidawangi, Kecamatan Sumber Kab. Cirebon","JAWA BARAT","Rumah Sakit",-6.750111,108.52494
"497",32,"3209025","RS Umum Pertamina Klayan","Jl. Patra Raya Klayan No 1 Cirebon","JAWA BARAT","Rumah Sakit",-6.685775,108.548836
"498",32,"3209014","RS Umum Daerah Waled"," Jl. Prabu Kiansantang No. 4 Waled, Cirebon","JAWA BARAT","Rumah Sakit",-6.914228,108.717819
"499",32,"3208046","RS Umum Juanda","Jl. Ir. H. Juanda No. 207, Kuningan","JAWA BARAT","Rumah Sakit",-6.973214,108.491234
"500",32,"3208035","RS Umum Sekar Kamulyan","Jl. Rumah Sakit No. 28 Kec.  Cigugur Kab. Kuningan","JAWA BARAT","Rumah Sakit",-6.970139,108.456032
"501",32,"3208024","RS Umum Wijaya Kusumah","Jl. RE Martadinata No. 172 Kab. Kuningan","JAWA BARAT","Rumah Sakit",-6.970511,108.506493
"502",32,"3208013","RS Umum Daerah 45 Kuningan","Jl. Jendral Sudirman No. 68 Kuningan","JAWA BARAT","Rumah Sakit",-6.982614,108.487427
"503",32,"3207056","RS Umum Al - Arif"," Jl. R.E. Martadinata No.158 B, Baregbeg - Ciamis","JAWA BARAT","Rumah Sakit",-6.444683,106.846252
"504",32,"3207045","RS Umum Permata Bunda","Jl. Mr. Iwa Kusumasomantri No.1 Ciamis","JAWA BARAT","Rumah Sakit",-7.331278,108.362343
"505",32,"3207023","RS Umum Daerah Banjar","  Jl. Rumah Sakit No. 5 Kota Banjar","JAWA BARAT","Rumah Sakit",-7.369864,108.572548
"506",32,"3207012","RS Umum Daerah Kab. Ciamis","   Jl. Rumah Sakit No.76 Ciamis","JAWA BARAT","Rumah Sakit",-7.329803,108.359322
"507",32,"3206070","RS Umum Jasa Kartini","Jl. Otto Iskandar Dinata No 15","JAWA BARAT","Rumah Sakit",-7.326289,108.222458
"508",32,"3205021","RS Umum Tk IV Guntur","Jl. Bratayuda 101 Garut","JAWA BARAT","Rumah Sakit",-7.222578,107.911125
"509",32,"3205010","RS Umum Daerah dr. Slamet Garut","Jl. Rumah Sakit No.12 Garut","JAWA BARAT","Rumah Sakit",-7.219706,107.897133
"510",32,"3204154","RS Umum TNI AU Lanud Sulaiman","Jl. Raya Terusan Kopo Sayati Margahayu kab. Bandung","JAWA BARAT","Rumah Sakit",-6.944933,107.660492
"511",32,"3204090","RS Umum Daerah Soreang"," Jl. Alun-Alun Utara No. 1 Soreang","JAWA BARAT","Rumah Sakit",-7.026042,107.517143
"512",32,"3204086","RS Umum Daerah Al Ihsan Provinsi Jawa Barat","  Jl. Ki Astramanggala Bale Endah Kab. Bandung","JAWA BARAT","Rumah Sakit",-7.0081,107.624001
"513",32,"3204075","RS Umum Mitra Kasih","Jl. Jend.Amir Machmud No.341 Kel. Cigugur Tengah Kec. Cimahi Tengah Kota Cimahi","JAWA BARAT","Rumah Sakit",-6.884378,107.55291
"514",32,"3204041","RS Umum Kebonjati","Jl. Kebonjati No. 152  Kel. Kebon Jeruk Kec. Andir kota Bandung","JAWA BARAT","Rumah Sakit",-6.916086,107.59626
"515",32,"3204016","RS Umum Daerah Majalaya","  Jl. Raya Cipaku No.87 Majalaya Kabupaten Bandung","JAWA BARAT","Rumah Sakit",-7.048658,107.772278
"516",32,"3203037","RS Umum Daerah Cimacan"," Jl. Raya Cimacan No.17, Cianjur","JAWA BARAT","Rumah Sakit",-6.720447,107.031807
"517",32,"3203015","RS Umum Daerah Sayang"," Jl. Rumah Sakit No.1 Cianjur","JAWA BARAT","Rumah Sakit",-6.812192,107.141037
"518",32,"3202073","RS Umum Betha Medika"," Jl. Raya Cisaat No.595, Sukabumi","JAWA BARAT","Rumah Sakit",-6.905872,106.87175
"519",32,"3202062","RS Umum Hermina","Jl. R.A. Kosasih Cimahpar Sukaraja,Kab. Sukabumi","JAWA BARAT","Rumah Sakit",-6.919403,106.954544
"520",32,"3202051","RS Umum Daerah Jampang Kulon","  Jl. Cibarusah No.1 Jampang Kulon, Kab.Sukabumi","JAWA BARAT","Rumah Sakit",-6.9196,106.9272
"521",32,"3202040","RS Umum Daerah Palabuhanratu"," Jl. Ahmad Yani No.2 Palabuhanratu","JAWA BARAT","Rumah Sakit",-6.992372,106.557289
"522",32,"3202014","RS Umum Daerah Sekarwangi"," Jl. Siliwangi No. 49 Cibadak Sukabumi","JAWA BARAT","Rumah Sakit",-6.894764,106.786003
"523",32,"3201218","RS Umum Islam Bogor","Jl. Perdana Raya No.22, Tanah Sareal, Bogor Utara Kota Bogor","JAWA BARAT","Rumah Sakit",-6.558344,106.79187
"524",32,"3201207","RS Umum MH. Thamrin","Jl. Raya Narogong Km.16, Limus Nunggal Cileungsi, Bogor","JAWA BARAT","Rumah Sakit",-6.432275,106.949036
"525",32,"3201196","RS Umum Bunda Margonda","Jl. Margonda Raya KM 3 RT.02/03 no.128","JAWA BARAT","Rumah Sakit",-6.380842,106.830559
"526",32,"3201185","RS Umum Meilia","Jl. Alternatif Cibubur KM. 1, Kel. Harjamukti, Cimanggis, Kota Depok","JAWA BARAT","Rumah Sakit",-6.376261,106.902
"527",32,"3201150","RS Umum Family Medical Center","Jl. Raya Bogor Km.51 Ciluar, Bogor","JAWA BARAT","Rumah Sakit",-6.540467,106.826385
"528",32,"3201141","RS Ibu dan Anak Tumbuh Kembang","Jl. Raya Bogor Km.31 No.23 Cimanggis Kota Depok","JAWA BARAT","Rumah Sakit",-6.371686,106.861443
"529",32,"3201130","RS Ibu dan Anak Citra Insani","Jl. Raya Parung Bogor No.242 Bogor","JAWA BARAT","Rumah Sakit",-6.484819,106.735268
"530",32,"3201126","RS Umum Hermina Depok","Jl. Raya Siliwangi No. 50 Pancoran Mas Depok","JAWA BARAT","Rumah Sakit",-6.399917,106.825127
"531",32,"3201115","RS Umum Bina Husada","Jl. Mayor Oking Jaya Atmaja KM1 No.101 Cibinong - Bogor","JAWA BARAT","Rumah Sakit",-6.473133,106.863342
"532",32,"3201061","RS Umum Tugu Ibu","Jl. Raya Bogor Km 29 Cimanggis - Depok","JAWA BARAT","Rumah Sakit",-6.356561,106.860001
"533",32,"3201050","RS Umum Daerah Ciawi"," Jl. Raya Puncak 479 Ciawi Bogor","JAWA BARAT","Rumah Sakit",-6.653889,106.873817
"534",32,"3201046","RS Umum Daerah Cibinong","JL. KSR Dadi Kusmayadi No. 27 Cibinong Bogor","JAWA BARAT","Rumah Sakit",-6.473292,106.831207
"535",32,"3201035","RS Umum Bhakti Yudha","Jl. Raya Sawangan No. 2A Depok","JAWA BARAT","Rumah Sakit",-6.397375,106.806076
"536",32,"3201024","RS Paru Dr. M. Goenawan Partowidigdo"," Jl. Raya Puncak KM.83, Po Box 28 Cisarua Bogor 16750","JAWA BARAT","Rumah Sakit",-6.687447,106.939041
"537",32,"3201013","RS Umum Harapan Depok"," Jl. Pemuda No.10 Depok","JAWA BARAT","Rumah Sakit",-6.402731,106.82
"538",33,"3376093","RS Ibu dan Anak Kasih Ibu Tegal","Jl. Sultan Agung 32,Tegal","JAWA TENGAH","Rumah Sakit",-6.883722,109.13604
"539",33,"3376082","RS Umum Islam Harapan Anda","Jl. Ababil No.42,Tegal","JAWA TENGAH","Rumah Sakit",-6.877181,109.130997
"540",33,"3376034","RS Umum Tk.IV Tegal","  Jl. RS DKT PAGONGAN TEGAL","JAWA TENGAH","Rumah Sakit",-6.911778,109.134491
"541",33,"3376023","RS Umum Mitra Siaga","Jl. Pala Raya No.54 Tegal","JAWA TENGAH","Rumah Sakit",-6.861606,109.16378
"542",33,"3376012","RS Umum Daerah Kardinah"," Jl. KS Tubun No.2, Kota Tegal","JAWA TENGAH","Rumah Sakit",-6.884636,109.13575
"543",33,"3375071","RS Umum Karomah Holistic","Jl. Gajah Mada Barat No.124,Pekalongan","JAWA TENGAH","Rumah Sakit",-6.889619,109.652489
"544",33,"3375033","RS Umum Siti Khodijah","Jl. Bandung No.39-47,Pekalongan","JAWA TENGAH","Rumah Sakit",-6.886833,109.67672
"545",33,"3375022","RS Umum Budi Rahayu","Jl. Barito No. 5 Pekalongan","JAWA TENGAH","Rumah Sakit",-6.882886,109.669998
"546",33,"3374353","RS Ibu dan Anak Kusuma Pradja","Jl. Bugangan Raya No.3 - 5,Semarang","JAWA TENGAH","Rumah Sakit",-6.975086,110.437225
"547",33,"3374342","RS Umum Daerah K.M.R.T Wongso Negoro","  Jl. Fatmawati Raya No.1","JAWA TENGAH","Rumah Sakit",-7.037419,110.464264
"548",33,"3374331","RS Umum Banyumanik","Jl. Bina Remaja Srondol No.61,Semarang","JAWA TENGAH","Rumah Sakit",-7.05155,110.41655
"549",33,"3374316","RS Ibu dan Anak Gunung Sawo","Jl. Gunung Sawo No.21,Semarang","JAWA TENGAH","Rumah Sakit",-6.995361,110.406845
"550",33,"3374284","RS Ibu dan Anak Bunda Semarang","Jl. Brigjen Katamso No. 8","JAWA TENGAH","Rumah Sakit",-6.995017,110.433418
"551",33,"3374273","RS Ibu dan Anak Anugerah","Jl. Kalisari Baru No.5-7,Semarang","JAWA TENGAH","Rumah Sakit",-6.99245,110.404999
"552",33,"3374240","RS Umum Panti Wilasa II","Jl. Dr. Cipto 50, Bugangan, Semarang Timur","JAWA TENGAH","Rumah Sakit",-6.975261,110.435379
"553",33,"3374203","RS Umum Bhayangkara Akpol Semarang","Jl. Sultan Agung Candi Baru Komplek AKPOL","JAWA TENGAH","Rumah Sakit",-7.009611,110.467606
"554",33,"3374134","RS Umum Daerah Tugurejo Semarang","Jl. WALISONGO KM 8,5 NO 137  Semarang","JAWA TENGAH","Rumah Sakit",-6.996617,110.372543
"555",33,"3374123","RS Jiwa Daerah Dr. Amino Gondohutomo","Jl. Brigjen Sudiarto No. 347, Pedurungan, Kota Semarang","JAWA TENGAH","Rumah Sakit",-7.009886,110.466919
"556",33,"3374112","RS Umum Panti Wilasa Citarum","Jl. Citarum No 98 Semarang","JAWA TENGAH","Rumah Sakit",-6.973158,110.434486
"557",33,"3374080","RS Umum Roemani","Jl. Wonodri 2 No. 22,Semarang","JAWA TENGAH","Rumah Sakit",-7.002222,110.425934
"558",33,"3374076","RS Umum Sultan Agung Semarang","Jl. Raya Kaligawe Km.4,Semarang","JAWA TENGAH","Rumah Sakit",-6.955619,110.460999
"559",33,"3374065","RS Umum Tk.III Bhakti Wira Tamtama Smg","Jl. Dr. Sutomo No.17, Semarang","JAWA TENGAH","Rumah Sakit",-6.987119,110.407959
"560",33,"3374054","RS Umum Permata Medika"," Jl. Moch Ichsan No.93 - 97, Ngaliyah Semarang ","JAWA TENGAH","Rumah Sakit",-6.966667,110.416664
"561",33,"3374043","RS Umum Telogorejo Semarang","Jl. KH. Ahmad Dahlan Semarang","JAWA TENGAH","Rumah Sakit",-6.988278,110.426651
"562",33,"3374032","RS Umum William Booth","Jl. LetJen. S. Parman No. 5, Semarang","JAWA TENGAH","Rumah Sakit",-7.29045,112.736656
"563",33,"3374021","RS Umum St. Elisabeth Semarang","Jl. Kawi No.1,Semarang","JAWA TENGAH","Rumah Sakit",-7.007989,110.417999
"564",33,"3374010","RS Umum Pusat Dr. Kariadi","Jl. Dr. Soetomo No.16,Semarang","JAWA TENGAH","Rumah Sakit",-6.994611,110.406998
"565",33,"3373090","RS Umum Puri Asih","Jl. Sudirman No.169,Salatiga","JAWA TENGAH","Rumah Sakit",-7.338542,110.507858
"566",33,"3373086","RS Khusus THT Syifaa Rohmani","Jl. Osamaliki No.26 A,Salatiga","JAWA TENGAH","Rumah Sakit",-7.330156,110.495911
"567",33,"3373016","RS Umum Daerah Salatiga"," Jl. Osamaliki No.19,Salatiga","JAWA TENGAH","Rumah Sakit",-7.327033,110.496216
"568",33,"3372234","RS Umum Daerah Kota Surakarta","  Jln. Lettu Sumarto No. 1 Kelurahan Kadipiro, Kecamatan Banjarsari, Kota Surakarta","JAWA TENGAH","Rumah Sakit",-7.564219,110.825844
"569",33,"3372191","RS Umum Triharsi","Jl. Monginsidi No.82,Surakarta","JAWA TENGAH","Rumah Sakit",-7.557411,110.825996
"570",33,"3372180","RSU Islam Surakarta","Jl. Ahmad Yani, Pabelan, Kartasura, Sukoharjo","JAWA TENGAH","Rumah Sakit",-7.558947,110.770943
"571",33,"3372165","RS Umum Kasih Ibu","Jl. Slamet Riyadi 404,Surakarta","JAWA TENGAH","Rumah Sakit",-7.563189,110.802002
"572",33,"3372132","RS Umum Islam Kustati","Jl. Kapt. Mulyadi No.249","JAWA TENGAH","Rumah Sakit",-7.580975,110.830978
"573",33,"3372096","RS Umum PKU Muhammadiyah","Jl. Ronggowarsito 130, Surakarta","JAWA TENGAH","Rumah Sakit",-7.8006,110.362
"574",33,"3372074","RS Umum Panti Waluyo","Jl. Jend A Yani No.1","JAWA TENGAH","Rumah Sakit",-7.559925,110.790627
"575",33,"3372063","RS Orthopedi Prof. Dr. R. Soeharso","      Jl. Jenderal Ahmad Yani Pabelan, Surakarta 57162","JAWA TENGAH","Rumah Sakit",-7.55755,110.774002
"576",33,"3372052","RS Jiwa Daerah Surakarta","  Jl. K.H. Dewantoro 80, Jebres, Surakarta","JAWA TENGAH","Rumah Sakit",-7.55715,110.862999
"577",33,"3372041","RS Umum Brayat Minulya"," Jl. Dr. Setiabudi No. 106 Surakarta","JAWA TENGAH","Rumah Sakit",-7.552711,110.814003
"578",33,"3372030","RS Umum Tk IV Slamet Riyadi Surakarta","  Jl. Slamet Riyadi 321,Surakarta","JAWA TENGAH","Rumah Sakit",-7.566569,110.809937
"579",33,"3372026","RS Umum Dr. Oen","Jl. Brigjend Katamso 55,Surakarta","JAWA TENGAH","Rumah Sakit",-7.5551,110.838997
"580",33,"3372015","RS Umum Daerah Dr. Moewardi Surakarta","  Jl. Kol Sutarto 132,Surakarta","JAWA TENGAH","Rumah Sakit",-7.535222,110.837303
"581",33,"3371142","RS Umum Islam Magelang","Jl. Jeruk No.4 A , Sanden, Kota Magelang","JAWA TENGAH","Rumah Sakit",-7.457736,110.225632
"582",33,"3371131","RS Umum Harapan","Jl. Senopati No.11,Magelang","JAWA TENGAH","Rumah Sakit",-7.479636,110.217377
"583",33,"3371105","RS Ibu dan Anak Gladiool","Jl. Kenanga No.4-6,Magelang","JAWA TENGAH","Rumah Sakit",-7.482133,110.215485
"584",33,"3371084","RS Umum Lestari Raharja","Jl. Sutopo No.5,Magelang","JAWA TENGAH","Rumah Sakit",-7.479042,110.216339
"585",33,"3371040","RS Jiwa Prof. Dr. Soerojo"," Jl. Jenderal Ahmad Yani 169 Magelang","JAWA TENGAH","Rumah Sakit",-7.441422,110.225868
"586",33,"3371025","RS Umum Tk II Dr. Soedjono"," Jl. Urip Sumoharjo 48, Magelang","JAWA TENGAH","Rumah Sakit",-7.46835,110.226807
"587",33,"3371014","RS Umum Daerah Tidar","Jl. Tidar No.30 A, Kota Magelang","JAWA TENGAH","Rumah Sakit",-7.500544,110.223701
"588",33,"3329078","RS Umum Bhakti Asih","Jl. P. Diponegoro No.125, Pesantunan Brebes","JAWA TENGAH","Rumah Sakit",-6.864658,109.006401
"589",33,"3329067","RS Umum Dedy Jaya","Jl. Ahmad Yani No.57,Brebes","JAWA TENGAH","Rumah Sakit",-6.942558,108.923347
"590",33,"3329056","RS Umum Muhammadiyah Siti Aminah","Jl. P. Diponegoro Desa Jatisawit Kecamatan Bumiayu Kabupaten Brebes","JAWA TENGAH","Rumah Sakit",-7.257086,109.007385
"591",33,"3329045","RS Umum Siti Asiyah","Jl. Pasar Wage, Bumiayu, Brebes","JAWA TENGAH","Rumah Sakit",-7.244058,109.0065
"592",33,"3329012","RS Umum Daerah Brebes","Jl. Jend.Sudirman No.181, Brebes","JAWA TENGAH","Rumah Sakit",-6.874686,109.046379
"593",33,"3328055","RSU Islam PKU Muhammadiyah","Jl. Singkil Km.0,5 Adiwerna, Kab.Tegal","JAWA TENGAH","Rumah Sakit",-6.866667,109.133331
"594",33,"3328011","RS Umum Daerah dr. Soeselo Slawi Kabupaten Tegal","Jl. Dr. Sutomo No.63 Desa Slawi Kulon Kecamatan Slawi","JAWA TENGAH","Rumah Sakit",-6.983511,109.140495
"595",33,"3327043","RS Umum Islam Al-Ikhlas","Jl. Kolonel Soegiono NO. 13 Taman","JAWA TENGAH","Rumah Sakit",-6.904083,109.411469
"596",33,"3327032","RS Umum Islam Moga","Jl. Raya Moga-Pulosari km.02 ,Pemalang","JAWA TENGAH","Rumah Sakit",-6.901419,109.412537
"597",33,"3327021","RS Umum Santa Maria Pemalang","Jl. Pemuda No. 24,Pemalang","JAWA TENGAH","Rumah Sakit",-6.872342,109.360214
"598",33,"3326049","RS Umum Daerah Bendan Kota Pekalongan","   Jl. Sriwijaya No.2,Pekalongan","JAWA TENGAH","Rumah Sakit",-6.894569,109.660103
"599",33,"3326038","RS Umum Daerah Kajen Kab.Pekalongan","Jl. Raya Karangsari Karanganyar Kab. Pekalongan","JAWA TENGAH","Rumah Sakit",-6.988967,110.446152
"600",33,"3326016","RS Umum Islam PKU Muhammadiyah Pekajangan","Jl. Raya Ambokembang No.42-44,Pekalongan","JAWA TENGAH","Rumah Sakit",-7.042467,109.624229
"601",33,"3325026","RS Umum Bhakti Waluyo","Jl.Dr.Sutomo No. 32","JAWA TENGAH","Rumah Sakit",-6.903186,109.6959
"602",33,"3325015","RS Umum Daerah Kab. Batang","  Jl. Dr Sutomo No. 42 Batang","JAWA TENGAH","Rumah Sakit",-6.914681,109.719421
"603",33,"3324036","RS Umum Islam Kendal","Jl. Ar.Rahmah No.17 Ds. Ngasinan, Weleri,Kendal","JAWA TENGAH","Rumah Sakit",-6.923569,110.067459
"604",33,"3324014","RS Umum Daerah Dr. H. Soewondo Kendal","Jl. Laut No. 21, Kendal","JAWA TENGAH","Rumah Sakit",-6.920664,110.196671
"605",33,"3323050","RS Umum PKU Muhammadiyah Temanggung","JL. RAYA KEDU KM 2 KALISAT CAMPURSARI BULU TEMANGGUNG","JAWA TENGAH","Rumah Sakit",-7.291367,110.17337
"606",33,"3323046","RS Umum Gunung Sawo Kab. Temanggung","Jl. Gatot Subroto Km. 2, Manding Temanggung","JAWA TENGAH","Rumah Sakit",-7.309386,110.155594
"607",33,"3323024","RS Umum Ngesti Waluyo","Jl. Pahlawan Parakan,Temanggung","JAWA TENGAH","Rumah Sakit",-7.286283,110.115753
"608",33,"3323013","RS Umum Daerah Djojonegoro Temanggung","  Jl.GAJAHMADA 1A ","JAWA TENGAH","Rumah Sakit",-7.315014,110.178619
"609",33,"3322071","RS Umum Bina Kasih","Jl. Naryo Atmajan 27 Ambarawa","JAWA TENGAH","Rumah Sakit",-7.271928,110.378197
"610",33,"3322023","RS Umum Daerah Ungaran"," Jl. Diponegoro 125,Ungaran","JAWA TENGAH","Rumah Sakit",-7.134375,110.404175
"611",33,"3322012","RS Umum Daerah Ambarawa","  Jl. Kartini No.101, Ambarawa","JAWA TENGAH","Rumah Sakit",-6.956403,110.42202
"612",33,"3321033","RS Umum Islam NU Demak","Jl. Jogoloyo No.9, Kec. Wonosalam, Demak","JAWA TENGAH","Rumah Sakit",-6.919058,110.638779
"613",33,"3320089","RS Umum PKU Muhammadiyah Mayong","Jl. Pegadaian No. 12 Mayong Jepara","JAWA TENGAH","Rumah Sakit",-6.75049,110.756172
"614",33,"3320043","RS Umum Graha Husada","Jl. MH.Thamrin No.14,Jepara","JAWA TENGAH","Rumah Sakit",-6.596347,110.671227
"615",33,"3320021","RS Umum Daerah Kelet Provinsi Jawa Tengah","Jl. Raya Kelet KM 33 Jepara","JAWA TENGAH","Rumah Sakit",-6.495911,110.901711
"616",33,"3320010","RS Umum Daerah R. A. Kartini","Jl. K.H. Wahid Hasyim Jepara","JAWA TENGAH","Rumah Sakit",-6.597322,110.674896
"617",33,"3319102","RS Umum Bantuan Kudus","Jl. Jend. Sudirman No.64, Kudus","JAWA TENGAH","Rumah Sakit",-6.805353,110.849998
"618",33,"3319091","RS Ibu dan Anak Permata Hati","Jl. Nisemito No.28,Kudus","JAWA TENGAH","Rumah Sakit",-6.808108,110.842323
"619",33,"3319080","RS Umum Islam Sunan Kudus","Jl. Kudus Permai No.1, Kaliwungu, Kudus","JAWA TENGAH","Rumah Sakit",-6.798694,110.814934
"620",33,"3319032","RS Umum Mardi Rahayu","Jl. AKBP R Agil 110,Kudus","JAWA TENGAH","Rumah Sakit",-6.830056,110.831276
"621",33,"3319010","RS Umum Daerah dr. Loekmono Hadi","    Jl. Dr. Lukmonohadi No.19,Kudus","JAWA TENGAH","Rumah Sakit",-6.819756,110.83596
"622",33,"3318108","RS Umum Keluarga Sehat"," Jl. P. Sudirman No.9, Margorejo - Pati ","JAWA TENGAH","Rumah Sakit",-6.751461,111.032921
"623",33,"3318097","RS Umum Bantuan Pati","Jl. P. Sudirman No.77 Pati","JAWA TENGAH","Rumah Sakit",-6.751461,111.032921
"624",33,"3318086","RS Umum Daerah Kayen Pati","Jl. Rumah Sakit No.1 Kayen Pati","JAWA TENGAH","Rumah Sakit",-6.894711,110.985863
"625",33,"3318075","RS Umum Mitra Bangsa Pati","Jl. Kol.Sugiyono No.75,Pati","JAWA TENGAH","Rumah Sakit",-6.745539,111.030159
"626",33,"3318064","RS Umum Islam Pati","Jl. Raya Pati-Tayu KM.18Waturoyo Margoyoso Pati","JAWA TENGAH","Rumah Sakit",-6.604497,111.053108
"627",33,"3318016","RS Umum Daerah RAA Soewondo"," Jl. Dr Soesanto  No. 114","JAWA TENGAH","Rumah Sakit",-6.738436,111.043365
"628",33,"3316062","RS Umum Bantuan Blora","Jl. Dr. Sutomo No.45, Blora","JAWA TENGAH","Rumah Sakit",-6.966692,111.418686
"629",33,"3316051","RS Umum PKU Muhammadiyah Cepu","Jl. Ronggolawe No.137,Cepu","JAWA TENGAH","Rumah Sakit",-6.971972,111.451256
"630",33,"3316025","RS Umum Daerah Dr. R. Soeprapto Cepu"," Jl. Ronggolawe No. 50,Cepu","JAWA TENGAH","Rumah Sakit",-7.148539,111.594772
"631",33,"3316014","RS Umum Daerah Dr. R. Soetijono Blora","  Jl. Dr Sutomo No. 42,Blora Jawa Tengah","JAWA TENGAH","Rumah Sakit",-6.971139,111.421165
"632",33,"3315046","RS Umum Muhammadiyah Gubug","Jl. Letjen R Soeprapto No.12 Gubug","JAWA TENGAH","Rumah Sakit",-7.060669,110.667007
"633",33,"3315035","RS Umum Permata Bunda","Jl. Hayam Wuruk No. 24, Purwodadi, Grobogan","JAWA TENGAH","Rumah Sakit",-7.030875,110.920708
"634",33,"3315024","RS Umum Panti Rahayu","Jl. R Suprapto No.6,Purwodadi","JAWA TENGAH","Rumah Sakit",-7.083614,110.914993
"635",33,"3314056","RS Umum Islam Amal Sehat Sragen","Jl. Veteran No.35, Sragen, Jawa Tengah","JAWA TENGAH","Rumah Sakit",-7.431178,111.024551
"636",33,"3314045","RS Umum Sarila Husada","Jl. Veteran No. 41-43,Sragen","JAWA TENGAH","Rumah Sakit",-7.429533,111.023949
"637",33,"3314023","RS Umum Mardi Lestari Sragen","Jl. Rokan No.8,Sragen","JAWA TENGAH","Rumah Sakit",-7.428089,111.017632
"638",33,"3313053","RS Umum Jati Husada","Jl. Raya Solo - Tawangmangu KM 10,3 Jati, Jaten","JAWA TENGAH","Rumah Sakit",-7.573961,110.916542
"639",33,"3313042","RS Ibu dan Anak Dian Pertiwi"," Jl. Lawu Papahan, Tasikmadu Karanganyar ","JAWA TENGAH","Rumah Sakit",-7.605706,110.975021
"640",33,"3313033","RS Umum PKU Muhammadiyah Karang Anyar","Jl. Raya Papahan Ds. Papahan Kec. Tasikmadu Karanganyar","JAWA TENGAH","Rumah Sakit",-7.611417,110.939392
"641",33,"3313022","RS Umum Lanuma Adisumarmo","Jl. Tentara Pelajar - Colomadu, Karanganyar","JAWA TENGAH","Rumah Sakit",-7.531408,110.738373
"642",33,"3313011","RS Umum Daerah Karanganyar","Jl. Laksda Yos Sudarso Karanganyar","JAWA TENGAH","Rumah Sakit",-7.596503,110.950958
"643",33,"3312306","RS Umum Amal Sehat","Jl. Ngerjopuro RT.02/RW.03,Slogohimo Wonogiri","JAWA TENGAH","Rumah Sakit",-7.814147,110.923981
"644",33,"3312295","RS Umum Medika Mulya","Jl. Raya Wonogiri-Ngadirojo KM.5,Wonogiri","JAWA TENGAH","Rumah Sakit",-7.76695,110.994217
"645",33,"3312284","RS Umum Muhammadiyah Selogiri","Jl. Lama Bulak, RT.02, RW.04 Desa Nambangan Selogiri, Wonogiri","JAWA TENGAH","Rumah Sakit",-7.759542,110.883705
"646",33,"3312273","RS Umum Marga Husada","Jl. Letjen S.Parman No. 4 Selogiri,Wonogiri","JAWA TENGAH","Rumah Sakit",-7.789589,110.897682
"647",33,"3312021","RS Umum Maguan Husada","Jl. Raya Praci-gribelah Km.6 Suci, Pracimantoro","JAWA TENGAH","Rumah Sakit",-8.055306,110.808304
"648",33,"3311224","RS Umum Dr. Oen Solo Baru","Komplek Perumahan Solo Baru Kec.Grogol Sukoharjo","JAWA TENGAH","Rumah Sakit",-7.64835,110.855293
"649",33,"3311213","RS Umum Nirmala Suri","Jl. Raya Solo Sukoharjo Km.9, Sukoharjo","JAWA TENGAH","Rumah Sakit",-7.653356,110.835205
"650",33,"3311027","RS Khusus Bedah Karima Utama"," Jl. Amarta 8-10 Ngabeyan Kartasura, Sukoharjo ","JAWA TENGAH","Rumah Sakit",-7.400447,109.793243
"651",33,"3311016","RS Umum Daerah Ir. Soekarno Kabupaten Sukoharjo","Jl. Dr. Muwardi 71, Sukoharjo","JAWA TENGAH","Rumah Sakit",-7.680761,110.852242
"652",33,"3310416","RS Umum PKU Muhammdiyah DI","Jl. Raya Delanggu Utara No. 19, Delanggu","JAWA TENGAH","Rumah Sakit",-7.619514,110.698753
"653",33,"3310405","RS Khusus Bedah Diponegoro","Jl. Diponegoro No.21,Klaten","JAWA TENGAH","Rumah Sakit",-7.709558,110.614632
"654",33,"3310395","RS Umum Cakra Husada","Jl. Merbabu No. 7,Klaten","JAWA TENGAH","Rumah Sakit",-7.709108,110.594658
"655",33,"3310384","RS Umum Islam Klaten","Jl. Raya Klaten Solo KM 4,Klaten","JAWA TENGAH","Rumah Sakit",-7.6865,110.6362
"656",33,"3310052","RS Ibu dan Anak Aisyiah","Jl. KH. Hasyim Ashari, Mojayan, Klaten","JAWA TENGAH","Rumah Sakit",-7.710911,110.597733
"657",33,"3310026","RS Jiwa Daerah Dr. RM. Soedjarwadi","Jalan Ki Pandanaran Km. 2, Klaten","JAWA TENGAH","Rumah Sakit",-7.736994,110.590645
"658",33,"3310015","RS Umum Pusat Dr. Soeradji Tirtonegoro","Jl. KRT. Suraji Tirtonegoro No.1, Klaten","JAWA TENGAH","Rumah Sakit",-7.715178,110.58815
"659",33,"3309107","RS Umum Daerah Simo","    Jl. Kebon Ijo Ds.Simo Kec.Simo, Boyolali","JAWA TENGAH","Rumah Sakit",-7.437128,110.675591
"660",33,"3309096","RS Umum Daerah Waras Wiris"," Jl. Raya Karanggede - Gemolong Km. 13 Andong Kab.Boyolali ","JAWA TENGAH","Rumah Sakit",-7.431564,110.688408
"661",33,"3309085","RS Umum Karanggede Sisma Medika","Jl. Raya Karanggede - Solo KM.1, Boyolali","JAWA TENGAH","Rumah Sakit",-7.565097,110.620216
"662",33,"3309074","RS Umum Umi Barokah","Jl.Prof.DR.Soeharso No.6 Tegal Rejo,Boyolali","JAWA TENGAH","Rumah Sakit",-7.515544,110.595207
